timestamp|event|path|classification|message
2026-04-23 02:15:51|renamed|test3.txt.locked|Ransomware|changes_last_10s=26; file rename: test3.txt -> test3.txt.locked; .locked extension detected
2026-04-23 02:16:09|created|audit.tmp|Normal|changes_last_10s=1; file created
2026-04-23 02:16:09|modified|audit.tmp|Normal|changes_last_10s=2; file modification
2026-04-23 02:16:09|created|demo1.doc|Normal|changes_last_10s=3; file created
2026-04-23 02:16:09|modified|demo1.doc|Normal|changes_last_10s=4; file modification
2026-04-23 02:16:09|created|image1.jpg|Ransomware|changes_last_10s=5; file created
2026-04-23 02:16:09|modified|image1.jpg|Ransomware|changes_last_10s=6; file modification
2026-04-23 02:16:09|created|notes_a.txt|Ransomware|changes_last_10s=7; file created
2026-04-23 02:16:09|modified|notes_a.txt|Ransomware|changes_last_10s=8; file modification
2026-04-23 02:16:09|created|notes_b.txt|Ransomware|changes_last_10s=9; file created
2026-04-23 02:16:09|modified|notes_b.txt|Ransomware|changes_last_10s=10; file modification
2026-04-23 02:16:09|created|readme_test.md|Ransomware|changes_last_10s=11; file created
2026-04-23 02:16:09|modified|readme_test.md|Ransomware|changes_last_10s=12; file modification
2026-04-23 02:16:09|created|report1.csv|Ransomware|changes_last_10s=13; file created
2026-04-23 02:16:09|modified|report1.csv|Ransomware|changes_last_10s=14; file modification
2026-04-23 02:16:09|created|sample1.log|Ransomware|changes_last_10s=15; file created
2026-04-23 02:16:09|modified|sample1.log|Ransomware|changes_last_10s=16; file modification
2026-04-23 02:16:09|created|session.json|Ransomware|changes_last_10s=17; file created
2026-04-23 02:16:09|modified|session.json|Ransomware|changes_last_10s=18; file modification
2026-04-23 02:16:09|created|test1.txt|Ransomware|changes_last_10s=19; file created
2026-04-23 02:16:09|modified|test1.txt|Ransomware|changes_last_10s=20; file modification
2026-04-23 02:16:09|created|test2.txt|Ransomware|changes_last_10s=21; file created
2026-04-23 02:16:09|modified|test2.txt|Ransomware|changes_last_10s=22; file modification
2026-04-23 02:16:09|created|test3.txt|Ransomware|changes_last_10s=23; file created
2026-04-23 02:16:09|modified|test3.txt|Ransomware|changes_last_10s=24; file modification
2026-04-23 02:26:54|modified|audit.tmp|Normal|changes_last_10s=1; file modification
2026-04-23 02:26:54|modified|audit.tmp|Normal|changes_last_10s=2; file modification
2026-04-23 02:26:54|renamed|audit.tmp.locked|Normal|changes_last_10s=3; file rename: audit.tmp -> audit.tmp.locked; .locked extension detected
2026-04-23 02:26:54|modified|audit.tmp.locked|Normal|changes_last_10s=4; file modification
2026-04-23 02:26:54|modified|demo1.doc|Ransomware|changes_last_10s=5; file modification
2026-04-23 02:26:54|renamed|demo1.doc.locked|Ransomware|changes_last_10s=6; file rename: demo1.doc -> demo1.doc.locked; .locked extension detected
2026-04-23 02:26:54|modified|image1.jpg|Ransomware|changes_last_10s=7; file modification
2026-04-23 02:26:54|renamed|image1.jpg.locked|Ransomware|changes_last_10s=8; file rename: image1.jpg -> image1.jpg.locked; .locked extension detected
2026-04-23 02:26:54|modified|notes_a.txt|Ransomware|changes_last_10s=9; file modification
2026-04-23 02:26:54|renamed|notes_a.txt.locked|Ransomware|changes_last_10s=10; file rename: notes_a.txt -> notes_a.txt.locked; .locked extension detected
2026-04-23 02:26:54|modified|notes_b.txt|Ransomware|changes_last_10s=11; file modification
2026-04-23 02:26:54|renamed|notes_b.txt.locked|Ransomware|changes_last_10s=12; file rename: notes_b.txt -> notes_b.txt.locked; .locked extension detected
2026-04-23 02:26:54|modified|readme_test.md|Ransomware|changes_last_10s=13; file modification
2026-04-23 02:26:54|renamed|readme_test.md.locked|Ransomware|changes_last_10s=14; file rename: readme_test.md -> readme_test.md.locked; .locked extension detected
2026-04-23 02:26:54|modified|report1.csv|Ransomware|changes_last_10s=15; file modification
2026-04-23 02:26:54|renamed|report1.csv.locked|Ransomware|changes_last_10s=16; file rename: report1.csv -> report1.csv.locked; .locked extension detected
2026-04-23 02:26:54|modified|sample1.log|Ransomware|changes_last_10s=17; file modification
2026-04-23 02:26:54|renamed|sample1.log.locked|Ransomware|changes_last_10s=18; file rename: sample1.log -> sample1.log.locked; .locked extension detected
2026-04-23 02:26:54|modified|sample1.log.locked|Ransomware|changes_last_10s=19; file modification
2026-04-23 02:26:54|modified|session.json|Ransomware|changes_last_10s=20; file modification
2026-04-23 02:26:54|renamed|session.json.locked|Ransomware|changes_last_10s=21; file rename: session.json -> session.json.locked; .locked extension detected
2026-04-23 02:26:54|modified|test1.txt|Ransomware|changes_last_10s=22; file modification
2026-04-23 02:26:54|renamed|test1.txt.locked|Ransomware|changes_last_10s=23; file rename: test1.txt -> test1.txt.locked; .locked extension detected
2026-04-23 02:26:54|modified|test2.txt|Ransomware|changes_last_10s=24; file modification
2026-04-23 02:26:54|renamed|test2.txt.locked|Ransomware|changes_last_10s=25; file rename: test2.txt -> test2.txt.locked; .locked extension detected
2026-04-23 02:26:54|modified|test3.txt|Ransomware|changes_last_10s=26; file modification
2026-04-23 02:26:54|renamed|test3.txt.locked|Ransomware|changes_last_10s=27; file rename: test3.txt -> test3.txt.locked; .locked extension detected
2026-04-23 02:32:10|created|audit.tmp|Normal|changes_last_10s=1; file created
2026-04-23 02:32:10|modified|audit.tmp|Normal|changes_last_10s=2; file modification
2026-04-23 02:32:10|created|demo1.doc|Normal|changes_last_10s=3; file created
2026-04-23 02:32:10|modified|demo1.doc|Normal|changes_last_10s=4; file modification
2026-04-23 02:32:10|created|image1.jpg|Ransomware|changes_last_10s=5; file created
2026-04-23 02:32:10|modified|image1.jpg|Ransomware|changes_last_10s=6; file modification
2026-04-23 02:32:10|created|notes_a.txt|Ransomware|changes_last_10s=7; file created
2026-04-23 02:32:10|modified|notes_a.txt|Ransomware|changes_last_10s=8; file modification
2026-04-23 02:32:10|created|notes_b.txt|Ransomware|changes_last_10s=9; file created
2026-04-23 02:32:10|modified|notes_b.txt|Ransomware|changes_last_10s=10; file modification
2026-04-23 02:32:10|created|readme_test.md|Ransomware|changes_last_10s=11; file created
2026-04-23 02:32:10|modified|readme_test.md|Ransomware|changes_last_10s=12; file modification
2026-04-23 02:32:10|created|report1.csv|Ransomware|changes_last_10s=13; file created
2026-04-23 02:32:10|modified|report1.csv|Ransomware|changes_last_10s=14; file modification
2026-04-23 02:32:10|created|sample1.log|Ransomware|changes_last_10s=15; file created
2026-04-23 02:32:10|modified|sample1.log|Ransomware|changes_last_10s=16; file modification
2026-04-23 02:32:10|created|session.json|Ransomware|changes_last_10s=17; file created
2026-04-23 02:32:10|modified|session.json|Ransomware|changes_last_10s=18; file modification
2026-04-23 02:32:10|created|test1.txt|Ransomware|changes_last_10s=19; file created
2026-04-23 02:32:10|modified|test1.txt|Ransomware|changes_last_10s=20; file modification
2026-04-23 02:32:10|created|test2.txt|Ransomware|changes_last_10s=21; file created
2026-04-23 02:32:10|modified|test2.txt|Ransomware|changes_last_10s=22; file modification
2026-04-23 02:32:10|created|test3.txt|Ransomware|changes_last_10s=23; file created
2026-04-23 02:32:10|modified|test3.txt|Ransomware|changes_last_10s=24; file modification
2026-04-23 02:34:47|modified|audit.tmp|Normal|changes_last_10s=1; file modification
2026-04-23 02:34:47|modified|audit.tmp|Normal|changes_last_10s=2; file modification
2026-04-23 02:34:47|renamed|audit.tmp.locked|Normal|changes_last_10s=3; file rename: audit.tmp -> audit.tmp.locked; .locked extension detected
2026-04-23 02:34:47|modified|audit.tmp.locked|Normal|changes_last_10s=4; file modification
2026-04-23 02:34:47|modified|demo1.doc|Ransomware|changes_last_10s=5; file modification
2026-04-23 02:34:47|renamed|demo1.doc.locked|Ransomware|changes_last_10s=6; file rename: demo1.doc -> demo1.doc.locked; .locked extension detected
2026-04-23 02:34:47|modified|image1.jpg|Ransomware|changes_last_10s=7; file modification
2026-04-23 02:34:47|renamed|image1.jpg.locked|Ransomware|changes_last_10s=8; file rename: image1.jpg -> image1.jpg.locked; .locked extension detected
2026-04-23 02:34:47|modified|notes_a.txt|Ransomware|changes_last_10s=9; file modification
2026-04-23 02:34:47|renamed|notes_a.txt.locked|Ransomware|changes_last_10s=10; file rename: notes_a.txt -> notes_a.txt.locked; .locked extension detected
2026-04-23 02:34:47|modified|notes_b.txt|Ransomware|changes_last_10s=11; file modification
2026-04-23 02:34:47|renamed|notes_b.txt.locked|Ransomware|changes_last_10s=12; file rename: notes_b.txt -> notes_b.txt.locked; .locked extension detected
2026-04-23 02:34:47|modified|readme_test.md|Ransomware|changes_last_10s=13; file modification
2026-04-23 02:34:47|modified|readme_test.md|Ransomware|changes_last_10s=14; file modification
2026-04-23 02:34:47|renamed|readme_test.md.locked|Ransomware|changes_last_10s=15; file rename: readme_test.md -> readme_test.md.locked; .locked extension detected
2026-04-23 02:34:47|modified|report1.csv|Ransomware|changes_last_10s=16; file modification
2026-04-23 02:34:47|renamed|report1.csv.locked|Ransomware|changes_last_10s=17; file rename: report1.csv -> report1.csv.locked; .locked extension detected
2026-04-23 02:34:47|modified|report1.csv.locked|Ransomware|changes_last_10s=18; file modification
2026-04-23 02:34:47|modified|sample1.log|Ransomware|changes_last_10s=19; file modification
2026-04-23 02:34:47|renamed|sample1.log.locked|Ransomware|changes_last_10s=20; file rename: sample1.log -> sample1.log.locked; .locked extension detected
2026-04-23 02:34:47|modified|sample1.log.locked|Ransomware|changes_last_10s=21; file modification
2026-04-23 02:34:47|modified|session.json|Ransomware|changes_last_10s=22; file modification
2026-04-23 02:34:47|renamed|session.json.locked|Ransomware|changes_last_10s=23; file rename: session.json -> session.json.locked; .locked extension detected
2026-04-23 02:34:47|modified|test1.txt|Ransomware|changes_last_10s=24; file modification
2026-04-23 02:34:47|renamed|test1.txt.locked|Ransomware|changes_last_10s=25; file rename: test1.txt -> test1.txt.locked; .locked extension detected
2026-04-23 02:34:47|modified|test2.txt|Ransomware|changes_last_10s=26; file modification
2026-04-23 02:34:47|renamed|test2.txt.locked|Ransomware|changes_last_10s=27; file rename: test2.txt -> test2.txt.locked; .locked extension detected
2026-04-23 02:34:47|modified|test3.txt|Ransomware|changes_last_10s=28; file modification
2026-04-23 02:34:47|renamed|test3.txt.locked|Ransomware|changes_last_10s=29; file rename: test3.txt -> test3.txt.locked; .locked extension detected
2026-04-23 02:35:41|created|audit.tmp|Normal|changes_last_10s=1; file created
2026-04-23 02:35:41|modified|audit.tmp|Normal|changes_last_10s=2; file modification
2026-04-23 02:35:41|created|demo1.doc|Normal|changes_last_10s=3; file created
2026-04-23 02:35:41|modified|demo1.doc|Normal|changes_last_10s=4; file modification
2026-04-23 02:35:41|created|image1.jpg|Ransomware|changes_last_10s=5; file created
2026-04-23 02:35:41|modified|image1.jpg|Ransomware|changes_last_10s=6; file modification
2026-04-23 02:35:41|created|notes_a.txt|Ransomware|changes_last_10s=7; file created
2026-04-23 02:35:41|modified|notes_a.txt|Ransomware|changes_last_10s=8; file modification
2026-04-23 02:35:41|created|notes_b.txt|Ransomware|changes_last_10s=9; file created
2026-04-23 02:35:41|modified|notes_b.txt|Ransomware|changes_last_10s=10; file modification
2026-04-23 02:35:41|created|readme_test.md|Ransomware|changes_last_10s=11; file created
2026-04-23 02:35:41|modified|readme_test.md|Ransomware|changes_last_10s=12; file modification
2026-04-23 02:35:41|created|report1.csv|Ransomware|changes_last_10s=13; file created
2026-04-23 02:35:41|modified|report1.csv|Ransomware|changes_last_10s=14; file modification
2026-04-23 02:35:41|created|sample1.log|Ransomware|changes_last_10s=15; file created
2026-04-23 02:35:41|modified|sample1.log|Ransomware|changes_last_10s=16; file modification
2026-04-23 02:35:41|created|session.json|Ransomware|changes_last_10s=17; file created
2026-04-23 02:35:41|modified|session.json|Ransomware|changes_last_10s=18; file modification
2026-04-23 02:35:41|created|test1.txt|Ransomware|changes_last_10s=19; file created
2026-04-23 02:35:41|modified|test1.txt|Ransomware|changes_last_10s=20; file modification
2026-04-23 02:35:41|created|test2.txt|Ransomware|changes_last_10s=21; file created
2026-04-23 02:35:41|modified|test2.txt|Ransomware|changes_last_10s=22; file modification
2026-04-23 02:35:41|created|test3.txt|Ransomware|changes_last_10s=23; file created
2026-04-23 02:35:41|modified|test3.txt|Ransomware|changes_last_10s=24; file modification
